"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","decimalLongitude.1","decimalLatitude.1","optional"
"141064","Guatteria ferruginea","BR","Minas Gerais","Parque Estadual do Rio Doce. Saão Dourado.",-42.586111,-19.654444,NA,2997692339,"Annonaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","NY","NY",-42.586111,-19.654444,TRUE
"141106","Licania kunthiana","BR","Minas Gerais","Itapanhoacanga",-43.365278,-18.736111,NA,2997692572,"Chrysobalanaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","NY","NY",-43.365278,-18.736111,TRUE
"141112","Araucaria angustifolia","BR","Minas Gerais","State Agricultural School, Viçosa",-42.868056,-20.761389,NA,2997692624,"Araucariaceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868056,-20.761389,TRUE
"141136","Licania arianeae","BR","Espírito Santo","Reserva Florestal de Linhares -C.V.R.D.- Próximo a estrada 142 talhao 402",-40.071944,-19.391111,NA,2997692730,"Chrysobalanaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141191","Thyrsodium spruceanum","BR","Espírito Santo","Reserva Florestal da CVRD. Transect 8.",-40.071944,-19.391111,NA,2997692881,"Anacardiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141201","Matayba guianensis","BR","Espírito Santo","Reserva Florestal da CVRD. Est. 142, km 1,685 lado dereito.",-40.071944,-19.391111,NA,2997692912,"Sapindaceae","SPECIES",NA,1979,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141323","Duguetia chrysocarpa","BR","Espírito Santo","Reserva Florestal da CVRD. Est. GAVEA ant. X-1, km 20,111, lado esquerdo.",-40.071944,-19.391111,NA,2997726627,"Annonaceae","SPECIES",NA,1988,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141380","Myrcia venulosa","BR","Minas Gerais","Rio Vermelho. Pedra Menina. Morro do Ambrosio",-43.044444,-18.106389,NA,2997726833,"Myrtaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",-43.044444,-18.106389,TRUE
"141405","Parapiptadenia pterosperma","BR","Minas Gerais","Braúnas. UHE Porto Estrela, rio Santo Antônio",-42.715556,-19.055833,NA,2997727016,"Fabaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","NY","NY",-42.715556,-19.055833,TRUE
"141441","Licania naviculistipula","BR","Espírito Santo","Vale do Rio Doce Mata virgem",-40.071944,-19.391111,NA,2997334775,"Chrysobalanaceae","SPECIES",NA,1968,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141583","Lecythis lurida","BR","Espírito Santo","Res. Fl. CVRD Estr. X-1 km 13.550, talhao 401",-40.070278,-19.384167,NA,2997366863,"Lecythidaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.070278,-19.384167,TRUE
"141586","Qualea megalocarpa","BR","Espírito Santo","Reserva Florestal da CVRD. Est. FLAMENGO, ant. X-1, km 14,510, lado direito",-40.071944,-19.391111,NA,2997366891,"Vochysiaceae","SPECIES",NA,1973,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141616","Lecythis lurida","BR","Minas Gerais","Faz. Montes Claros, mata galeria prõximo ao rio Nanhuaçu no Jaó",-42.141389,-19.793056,NA,2997367132,"Lecythidaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","NY","NY",-42.141389,-19.793056,TRUE
"141636","Hololepis pedunculata","BR","Minas Gerais","Caraça.",-43.488056,-20.098889,NA,2997378473,"Asteraceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-43.488056,-20.098889,TRUE
"141662","Ocotea divaricata","BR","Minas Gerais","State Agricultural School.",-42.868056,-20.761389,NA,2997378818,"Lauraceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868056,-20.761389,TRUE
"141679","Miconia chartacea","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.591111,-19.908611,NA,2997379257,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.591111,-19.908611,TRUE
"141683","Peritassa flaviflora","BR","Minas Gerais","Parque Estadual do Rio Doce. On peninsula at Lake Helvécio. Near Hotel.",-42.6,-19.77,NA,2997379290,"Celastraceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","NY","NY",-42.6,-19.77,TRUE
"141818","Caryocar edule","BR","Espírito Santo","Reserva Florestal da CVRD. Est. BICUIBA, ant. 162, km 0,250, lado direito",-40.071944,-19.391111,NA,2997408497,"Caryocaraceae","SPECIES",NA,1981,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141821","Jacaranda pulcherrima","BR","Minas Gerais","Caraça, trail to Cascatinha, behind monastery, Parque Natural de Caraça.",-43.5,-20.25,NA,2997408507,"Bignoniaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","NY","NY",-43.5,-20.25,TRUE
"141823","Tabebuia cassinoides","BR","Espírito Santo","Linhares, Reserva Florestal da CVRD. Estrada 243.",-40.071944,-19.391111,NA,2997408510,"Bignoniaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141826","Zygia latifolia","BR","Espírito Santo","Canal da Lagoa Juparana",-40.071944,-19.391111,NA,2997408616,"Fabaceae","VARIETY",NA,1965,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141830","Kuhlmanniodendron apterocarpum","BR","Espírito Santo","Vale do Rio Doce",-40.071944,-19.391111,NA,2997408626,"Achariaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"141881","Albizia lebbeck","BR","Minas Gerais","Parque Estadual do Rio Doce, Marliéria, estrada Restaurante-Laboratório, perto Laboratório",-42.62,-19.77,NA,2997409109,"Fabaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","NY","NY",-42.62,-19.77,TRUE
"141883","Miconia trianae","BR","Minas Gerais","Serra do Espinhaço, ca. 3 km N. of Mariana, road to Santa Bárbara",-43.418056,-20.375,NA,2997409132,"Melastomataceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.418056,-20.375,TRUE
"141899","Meriania tetramera","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.591111,-19.908611,NA,2997430360,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.591111,-19.908611,TRUE
"141900","Miconia latecrenata","BR","Espírito Santo","Morro do Caparaó (de Itaguaçu).",-40.980278,-19.741111,NA,2997430361,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.980278,-19.741111,TRUE
"142067","Protium icicariba","BR","Espírito Santo","Reserva Natural da CVRD - Linhares. Jueirana Vermelha.",-40.071944,-19.391111,NA,2997450871,"Burseraceae","VARIETY",NA,1996,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142108","Heisteria perianthomega","BR","Espírito Santo","Reserva Florestal de Linhares CVRD. Próximo Estrada 161A6. Talhao 605",-40.071944,-19.391111,NA,2997462509,"Erythropalaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142118","Vochysia tucanorum","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Caingá, ant. 234, km 5,006, lado esquerdo",-40.071944,-19.391111,NA,2997462591,"Vochysiaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142121","Qualea multiflora","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Gáveá, ant. X-2, km 15,420, T. 306, lado esquerdo",-40.071944,-19.391111,NA,2997462596,"Vochysiaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142130","Trema micrantha","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Gávea, ant. X-2, km 2,260, lado esquerdo",-40.071944,-19.391111,NA,2997462645,"Cannabaceae","SPECIES",NA,1981,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142321","Croton floribundus","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868056,-20.761389,NA,2997540827,"Euphorbiaceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868056,-20.761389,TRUE
"142334","Swartzia apetala","BR","Minas Gerais","Along road between Timoteo and Dionisio, just outside entrance of Parque Estadual do Rio Doce",-42.62,-19.73,NA,2997540995,"Fabaceae","VARIETY",NA,1975,"PRESERVED_SPECIMEN","NY","NY",-42.62,-19.73,TRUE
"142350","Peltophorum dubium","BR","Minas Gerais","Parque Estadual do Itacolomi, estrada do Calais para o Pico do Itacolomi.",-43.498056,-20.414722,NA,2997541148,"Fabaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","NY","NY",-43.498056,-20.414722,TRUE
"142375","Coutarea hexandra","BR","Espírito Santo","Reserva Florestal da CVRD. Est. ROXINHO, ant. 163, km 0,850, lado direito, B-1-25AII. S-13",-40.071944,-19.391111,NA,2997575421,"Rubiaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142379","Molopanthera paniculata","BR","Espírito Santo","Reserva Florestal de Linhares. Estrada Gávea, km. 7,4",-40.071944,-19.391111,NA,2997575459,"Rubiaceae","VARIETY",NA,1991,"PRESERVED_SPECIMEN","NY","NY",-40.071944,-19.391111,TRUE
"142458","Dendropanax cuneatus","BR","Minas Gerais","Região do distrito de Camargos (altitude não constava na ficha, foi obtida no registro do SpeciesLink do Herbário BHZB).",-43.384167,-20.261667,NA,2996089156,"Araliaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","FLOR","FLOR",-43.384167,-20.261667,TRUE
"142660","Dendropanax cuneatus","BR","Minas Gerais","Estrada de Santa Rita de Ouro Preto para Chapada, próximo à ponte do Taboão.",-43.542222,-20.493056,NA,2996095492,"Araliaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","FLOR","FLOR",-43.542222,-20.493056,TRUE
"142685","Eugenia modesta","BR","Minas Gerais","Base da Serra da Caraça, cerca de 9km O de Barão dos Cocais. Coordenadas obtidas no herbário virtual NY.",-43.4775,-19.939444,NA,2996096321,"Myrtaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","FLOR","FLOR",-43.4775,-19.939444,TRUE
"142802","Miconia sclerophylla","BR","Minas Gerais","Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.",-41.583333,-19.25,NA,2996100578,"Melastomataceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","FLOR","FLOR",-41.583333,-19.25,TRUE
"142869","Inga ciliata","BR","Minas Gerais","Serra do Espinhaço, foothills east and south of Pico do Itambé, about halfway between summit and Santo Antonio de Itambé",-43.3495,-18.4699,NA,1929575014,"Fabaceae","SPECIES",10000,1972,"PRESERVED_SPECIMEN","NY","NY",-43.3495,-18.4699,TRUE
"142900","Guarea macrophylla","BR","Minas Gerais","Estaçao Biologica de Caratinga.",-41.83,-19.67,NA,1929570672,"Meliaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"142911","Brasiliocroton mamoninha","BR","Espirito Santo","MarilÃ¢ndia: perÃ­metro urbano, na estrada para SÃ£o Pedro.",-40.5314,-19.4083,NA,1929917353,"Euphorbiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",-40.5314,-19.4083,TRUE
"142942","Chamaecrista aspleniifolia","BR","Minas Gerais","E of Ouro Preto",-42.83,-20.33,NA,1930510178,"Fabaceae","SPECIES",NA,1967,"PRESERVED_SPECIMEN","NY","NY",-42.83,-20.33,TRUE
"142987","Calliandra tweedii","BR","Minas Gerais","Pres. Soares, Rod. MG-111, Vargem Grande",-41.986301,-20.472724,NA,1928574351,"Fabaceae","SPECIES",2141.57,1991,"PRESERVED_SPECIMEN","NY","NY",-41.986301,-20.472724,TRUE
"142991","Siparuna reginae","BR","Espírito Santo","Fazenda Santa Angelica, gated dirt road to right at 9 km from church in Bananal on paved road from Bananal to Novo Brasil.",-40.383,-19.158,NA,1928694339,"Siparunaceae","SPECIES",NA,1995,"PRESERVED_SPECIMEN","NY","NY",-40.383,-19.158,TRUE
"143018","Astronium nelson-rosae","BR","Minas Gerais","Fazenda Várgem do Machado.",-43.0093502652758,-18.2973786558272,NA,1929600069,"Anacardiaceae","SPECIES",NA,1988,"PRESERVED_SPECIMEN","NY","NY",-43.0093502652758,-18.2973786558272,TRUE
"143048","Eschweilera ovata","BR","Espírito Santo","Canal da Lagoa Juparana",-40.071853011446,-19.3949002236543,NA,1930445481,"Lecythidaceae","SPECIES",NA,1965,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143069","Neoraputia magnifica","BR","Espírito Santo","Reserva Florestal da CVRD. Est. GAVEA, ant. X-2, Km 16,322, lado esquerdo.",-40.071853011446,-19.3949002236543,NA,1930219420,"Rutaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143099","Miconia dorsaliporosa","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza",-40.5911,-19.9086,NA,1927995855,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.5911,-19.9086,TRUE
"143100","Qualea multiflora","BR","Espírito Santo","Reserva Florestal da CVRD. Est. ORELHA DE ONÇA, ant. 143-A6, km 1.226, lado dir",-40.071853011446,-19.3949002236543,NA,1930872929,"Vochysiaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143135","Vochysia acuminata","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Gávea, ant. X-2, km 13,000, Brejo R. Alto, lado direito",-40.071853011446,-19.3949002236543,NA,1928205411,"Vochysiaceae","SPECIES",NA,1977,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143166","Casuarina equisetifolia","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1929620228,"Casuarinaceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868031,-20.761343,TRUE
"143175","Miconia chartacea","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.5911,-19.9086,NA,1928974494,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.5911,-19.9086,TRUE
"143255","Chamaecrista dentata","BR","Minas Gerais","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto",-43.5057,-20.3874,NA,1930847581,"Fabaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.5057,-20.3874,TRUE
"143285","Pseudopiptadenia contorta","BR","Espírito Santo","Para Barro novo",-40.071853011446,-19.3949002236543,NA,1931382867,"Fabaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143368","Guatteria villosissima","BR","Minas Gerais","Serra do Espinhaço, ca. 3 km N. of Mariana, road to Santa Bárbara",-43.418056,-20.37495,NA,1930445482,"Annonaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.418056,-20.37495,TRUE
"143387","Zygia latifolia","BR","Minas Gerais","Caratinga. Estaçao Biologica de Caratinga",-41.83,-19.67,NA,1930093482,"Fabaceae","VARIETY",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"143394","Lecythis marcgraaviana","BR","Espírito Santo","Reserva Natural da CVRD-Linhares, ES, Estrada Bicuíba, km. 0,9. Mata de Tabuleiro.",-40.071853011446,-19.3949002236543,NA,1930990972,"Lecythidaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143398","Eschweilera ovata","BR","Espírito Santo","8 km W of Linhares on road to Colatina (on north side of Rio Doce)",-40.12,-19.37,NA,1930329858,"Lecythidaceae","SPECIES",NA,1988,"PRESERVED_SPECIMEN","NY","NY",-40.12,-19.37,TRUE
"143411","Senna multijuga","BR","Minas Gerais","CEMAS. Cia Agrícola e Florestal Santa Barbara",-42.7768359408608,-19.8469078537136,NA,1930546637,"Fabaceae","VARIETY",NA,1986,"PRESERVED_SPECIMEN","NY","NY",-42.7768359408608,-19.8469078537136,TRUE
"143464","Ixora brevifolia","BR","Espírito Santo","Reserva Florestal de Linhares. Atrás do laboratório de sementes.",-40.071853011446,-19.3949002236543,NA,1928236792,"Rubiaceae","SPECIES",NA,1996,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143473","Campomanesia simulans","BR","Minas Gerais","Estrada entre Monlevade e São Gonçalo do Rio Abaixo",-43.3228,-19.8392,NA,1928452203,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","NY","NY",-43.3228,-19.8392,TRUE
"143512","Dalbergia villosa","BR","Minas Gerais","Ouro Preto, Km 6 along road Ouro Preto to Belo Horizonte",-43.55,-20.4,NA,1930388861,"Fabaceae","VARIETY",NA,1994,"PRESERVED_SPECIMEN","NY","NY",-43.55,-20.4,TRUE
"143531","Ilex dumosa","BR","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-43.4,-18.87,NA,1931209027,"Aquifoliaceae","VARIETY",5000,1968,"PRESERVED_SPECIMEN","NY","NY",-43.4,-18.87,TRUE
"143557","Connarus nodosus","BR","Espírito Santo","Pontal do Ipiranga",-40.071853011446,-19.3949002236543,NA,1928313130,"Connaraceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143583","Myrcia retorta","BR","Minas Gerais","Rio Vermelho. Pedra Menina. Serra do Ambrósio. Espigao do Meio. Faz. Vargem do Anjo",-43.0594,-18.1422,NA,1928883440,"Myrtaceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","NY","NY",-43.0594,-18.1422,TRUE
"143599","Manihot pilosa","BR","Minas Gerais","7 km a noroeste de Serro ao longo da BR-259 rumo a Datas.",-43.33,-18.5,NA,1929204019,"Euphorbiaceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","NY","NY",-43.33,-18.5,TRUE
"143649","Meriania tetramera","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.5911,-19.9086,NA,1929594475,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.5911,-19.9086,TRUE
"143658","Baccharis montana","BR","Minas Gerais","Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.",-43.492778,-20.1263,NA,1929789930,"Asteraceae","SPECIES",10000,1971,"PRESERVED_SPECIMEN","NY","NY",-43.492778,-20.1263,TRUE
"143744","Miconia trianae","BR","Minas Gerais","Estaçao Biologica de Caratinga",-41.83,-19.67,NA,1928977473,"Melastomataceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"143764","Ilex conocarpa","BR","Minas Gerais","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto",-43.5057,-20.3874,NA,1929354326,"Aquifoliaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.5057,-20.3874,TRUE
"143810","Protium widgrenii","BR","Espírito Santo","Pedra Redonda, propr. Jorge Wroblewski.",-40.7694,-18.9756,NA,1930281530,"Burseraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.7694,-18.9756,TRUE
"143843","Erythroxylum pelleterianum","BR","Minas Gerais","State Agricultural School.",-42.868031,-20.761343,NA,1930337036,"Erythroxylaceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868031,-20.761343,TRUE
"143851","Aparisthmium cordatum","BR","Minas Gerais","Estação Biológica de Caratinga.",-41.83,-19.67,NA,1930498875,"Euphorbiaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"143871","Hirtella gracilipes","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.7320328016446,-19.7160055017001,NA,1928300884,"Chrysobalanaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",-42.7320328016446,-19.7160055017001,TRUE
"143893","Dictyoloma vandellianum","BR","Espírito Santo","Campo nativo de musununga do Quirino, Reserva de Sooretama.",-40.071853011446,-19.3949002236543,NA,1928972508,"Rutaceae","SPECIES",NA,1969,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143901","Solanum melissarum","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Louro Ant. 351, km 0,829, lado direito.",-40.071853011446,-19.3949002236543,NA,1928371146,"Solanaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"143904","Vismia micrantha","BR","Minas Gerais","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto",-43.5057,-20.3874,NA,1928395908,"Hypericaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.5057,-20.3874,TRUE
"143925","Cariniana estrellensis","BR","Minas Gerais","Parque do Rio Doce.",-42.7768359408608,-19.8469078537136,NA,1928994098,"Lecythidaceae","SPECIES",NA,1976,"PRESERVED_SPECIMEN","NY","NY",-42.7768359408608,-19.8469078537136,TRUE
"143939","Cybistax antisyphilitica","BR","Espírito Santo","São Roque do Canaã. Distrito Alto Santa Julia. Misterioso, Pedra dos Três Carneiros, trecho de mata sobre o afloramento rochoso.",-40.7561,-19.7669,NA,1929404297,"Bignoniaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","NY","NY",-40.7561,-19.7669,TRUE
"143960","Symplocos microstyla","BR","Minas Gerais","Serra do Caraça. Parque do Caraça, on the trail to Pico Inficionado.",-43.456972,-20.135722,NA,1929819112,"Symplocaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","NY","NY",-43.456972,-20.135722,TRUE
"143974","Dialium guianense","BR","Minas Gerais","Parque Florestal do Rio Doce, Lago Don Elvécio. Folha SE.23-Z-D. Ponto 289",-42.62,-19.8,NA,1930012484,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",-42.62,-19.8,TRUE
"143980","Couratari asterotricha","BR","Espírito Santo","Reserva Florestal da CVRD, Estr. X-1, Km 15,8000, talhao 401",-40.07,-19.3,NA,1930914158,"Lecythidaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.07,-19.3,TRUE
"143996","Pterogyne nitens","BR","Minas Gerais","Aimorés. UHE Aimorés. Margem direita do rio Manhuaçu",-41.0639199848162,-19.4996022340698,NA,1931221468,"Fabaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","NY","NY",-41.0639199848162,-19.4996022340698,TRUE
"144000","Drimys brasiliensis","BR","Minas Gerais","Saramenha",-43.5082859302814,-20.2916151948885,NA,1931318622,"Winteraceae","SUBSPECIES",NA,1952,"PRESERVED_SPECIMEN","NY","NY",-43.5082859302814,-20.2916151948885,TRUE
"144072","Myrcia splendens","BR","Minas Gerais","Morro da Pedras, ca. 35 km N.E. of Patrocínio",-43.248576,-19.948004,NA,1929242999,"Myrtaceae","SPECIES",5000,1970,"PRESERVED_SPECIMEN","NY","NY",-43.248576,-19.948004,TRUE
"144087","Miconia sellowiana","BR","Minas Gerais","Serra do Espinhaço, base of Serra da Caraça",-43.492778,-20.1263,NA,1929502227,"Melastomataceae","SPECIES",10000,1971,"PRESERVED_SPECIMEN","NY","NY",-43.492778,-20.1263,TRUE
"144113","Miconia albicans","BR","Minas Gerais","Parque Estadual do Rio Doce.",-42.7768359408608,-19.8469078537136,NA,1930044094,"Melastomataceae","SPECIES",NA,1976,"PRESERVED_SPECIMEN","NY","NY",-42.7768359408608,-19.8469078537136,TRUE
