"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","geometry"
"1021","Dendropanax cuneatus","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.40075,-19.401139,NA,1264693015,"Araliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.40075, -19.401139)
"1022","Protium spruceanum","BR","Minas Gerais","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. No pasto, próximo à mata em regeneração.",-43.401611,-19.397,NA,1213516336,"Burseraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.401611, -19.397)
"1023","Licania kunthiana","BR","Minas Gerais","APA Morro da Pedreira",-43.402056,-19.396361,NA,1658209017,"Chrysobalanaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1024","Aparisthmium cordatum","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó.",-43.402056,-19.396361,NA,2285964720,"Euphorbiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1025","Calophyllum brasiliense","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.429583,-19.416444,NA,1676472790,"Calophyllaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.429583, -19.416444)
"1026","Rhodostemonodaphne macrocalyx","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi).",-43.402056,-19.396361,NA,1252620317,"Lauraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1027","Lecythis lanceolata","BR","Minas Gerais","Parque Nacional da Serra do Cipó",-43.402056,-19.396361,NA,1252620281,"Lecythidaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1028","Eugenia nutans","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.401944,-19.396111,NA,1264693018,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.401944, -19.396111)
"1029","Byrsonima sericea","BR","Minas Gerais","APA Morro da Pedreira, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho, na mata.",-43.432861,-19.431861,NA,1801151094,"Malpighiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1030","Sorocea guilleminiana","BR","Minas Gerais","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Margens do Córrego Cipó, à meia altura da serra.",-43.431333,-19.414444,NA,1213516292,"Moraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.431333, -19.414444)
"1031","Dalbergia brasiliensis","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.402056,-19.396361,NA,1413713353,"Fabaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1032","Schizocalyx cuspidatus","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.402056,-19.396361,NA,1853953472,"Rubiaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1033","Cassia ferruginea","BR","Minas Gerais","Parque Nacional da Serra do Cipó",-43.422472,-19.411222,NA,1303204603,"Fabaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.422472, -19.411222)
"1034","Siparuna guianensis","BR","Minas Gerais","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho.",-43.402056,-19.396361,NA,1213516290,"Siparunaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1035","Pourouma guianensis","BR","Minas Gerais","APA Morro da Pedreira, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Mata do Cahoeirão.",-43.432861,-19.431861,NA,1702650681,"Urticaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1036","Siphoneugena densiflora","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.422472,-19.411222,NA,1316167058,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.422472, -19.411222)
"1037","Myrcia subavenia","BR","Minas Gerais","APA da Cachoeira das Andorinhas",-43.506028,-20.36925,NA,1316167288,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","USP","SPF",c(-43.506028, -20.36925)
"1038","Swartzia apetala","BR","Minas Gerais","APA Morro da Pedreira",-43.431333,-19.414444,NA,1455400521,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.431333, -19.414444)
"1039","Beilschmiedia vestita","BR","Minas Gerais","Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). Mata do Cachoeirão.",-43.432861,-19.431861,NA,1252620726,"Lauraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1040","Guatteria ferruginea","BR","Espírito Santo","Estação Biológica de Santa Lúcia",-43.521389,-19.995278,NA,1090632805,"Annonaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","USP","SPF",c(-43.521389, -19.995278)
"1041","Guatteria campestris","BR","Minas Gerais","lagoas das Piabas",-42.508056,-19.857222,NA,1226937068,"Annonaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","USP","SPF",c(-42.508056, -19.857222)
"1042","Verbesina glabrata","BR","Minas Gerais","Parque Estadual da Serra do Brigadeiro, Pedra do Índio.",-42.475333,-20.70475,NA,2027491448,"Asteraceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","USP","SPF",c(-42.475333, -20.70475)
"1043","Prunus myrtifolia","BR","Minas Gerais","Pico do Padre Ângelo, No topo do pico.",-41.578806,-19.320611,NA,2553495842,"Rosaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","USP","SPF",c(-41.578806, -19.320611)
"1044","Handroanthus ochraceus","BR","Minas Gerais","Campos RupestresPedra MeninaSerra do AmbrósioEspigão do MeioFazenda Vargem do Anjo",-43.062295,-18.312295,NA,2565914231,"Bignoniaceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","USP","SPF",c(-43.062295, -18.312295)
"1045","Tapirira guianensis","BR","Minas Gerais","Alrededores de Itapanhoacan, base de la Serra do Espinhaço. Selva degradada, suelo rojo.",-43.45,-18.766667,NA,1090617103,"Anacardiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","USP","SPF",c(-43.45, -18.766667)
"1046","Trembleya laniflora","BR","Minas Gerais","Serra do Caraça",-43.45,-20.083333,NA,1143410568,"Melastomataceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","USP","SPF",c(-43.45, -20.083333)
"1047","Myrcia subcordata","BR","Minas Gerais","Serra do Caraça",-43.494444,-20.105,NA,1316165234,"Myrtaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","USP","SPF",c(-43.494444, -20.105)
"1048","Guarea macrophylla","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.5,-19.7,NA,1226935651,"Meliaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","USP","SPF",c(-42.5, -19.7)
"1049","Miconia trianae","BR","Minas Gerais","Estação Ambiental de Peti",-43.369556,-19.883389,NA,1135073144,"Melastomataceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","USP","SPF",c(-43.369556, -19.883389)
"1050","Peritassa sadleri","BR","Espírito Santo","Alto Jabotica, Fazenda de Frederico Sadler.",-40.910833,-20.013333,NA,1090622862,"Celastraceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","USP","SPF",c(-40.910833, -20.013333)
"1051","Myrcia pubipetala","BR","Minas Gerais","Parque Estadual da Serra do Brigadeiro",-42.486944,-20.724167,NA,1265912923,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","USP","SPF",c(-42.486944, -20.724167)
"1052","Guarea kunthiana","BR","Espírito Santo","Propriedade de Ailton Cortelete.",-40.819444,-18.954444,NA,1226936645,"Meliaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-40.819444, -18.954444)
"1053","Macrotorus utriculatus","BR","Espírito Santo","Liberdade. Água Viva, Pedra do Cruzeiro, propridade Aguilar A. Lorencini.",-40.549167,-19.345833,NA,1213516215,"Monimiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-40.549167, -19.345833)
"1054","Tabebuia reticulata","BR","Espírito Santo","Alto Moacir, PropLalau.",-40.552923,-19.339071,NA,2565912730,"Bignoniaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","USP","SPF",c(-40.552923, -19.339071)
"1055","Astronium fraxinifolium","BR","Minas Gerais","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho, na mata.",-43.402056,-19.396361,NA,1090624821,"Anacardiaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1056","Vismia brasiliensis","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.432861,-19.431861,NA,1702650663,"Hypericaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1057","Cryptocarya mandioccana","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi).",-43.432861,-19.431861,NA,1252620242,"Lauraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1058","Eugenia involucrata","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.431111,-19.414444,NA,1264693062,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.431111, -19.414444)
"1059","Guarea macrophylla","BR","Minas Gerais","Serra do Cipó",-43.432861,-19.431861,NA,1226936762,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1060","Ficus mexiae","BR","Minas Gerais","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Imediações do Córrego Cipó, à meia altura da serra.",-43.431333,-19.414444,NA,1213516313,"Moraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.431333, -19.414444)
"1061","Melanoxylon brauna","BR","Minas Gerais","APA Morro da Pedreira",-43.422472,-19.411222,NA,1303204614,"Fabaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.422472, -19.411222)
"1062","Myrcia megaphylla","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.402056,-19.396361,NA,1265913096,"Myrtaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1063","Myrcia guianensis","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.432861,-19.431861,NA,1316167036,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1064","Toulicia laevigata","BR","Minas Gerais","Serra do Cipó",-43.402056,-19.396361,NA,1234545576,"Sapindaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-43.402056, -19.396361)
"1065","Esenbeckia febrifuga","BR","Minas Gerais","APA Parque Nacional da Serra do Cipó",-43.431333,-19.414444,NA,1840928781,"Rutaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.431333, -19.414444)
"1066","Senegalia polyphylla","BR","Minas Gerais","Serra do Cipó",-43.432861,-19.431861,NA,1316167177,"Fabaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","USP","SPF",c(-43.432861, -19.431861)
"1067","Miconia hyemalis","BR","Minas Gerais","Serra Talhada",-43.4042,-18.5578,NA,1135073866,"Melastomataceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","USP","SPF",c(-43.4042, -18.5578)
"1068","Clethra scabra","BR","Minas Gerais","Parque Estadual do Itambé",-43.324833,-18.398111,NA,1570748768,"Clethraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","USP","SPF",c(-43.324833, -18.398111)
"1069","Toulicia laevigata","BR","Minas Gerais","Serra do Cipó",-43.391806,-19.253389,NA,1090632673,"Sapindaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","USP","SPF",c(-43.391806, -19.253389)
"1070","Myrcia mutabilis","BR","Espírito Santo","Alto misterioso.",-40.77125,-19.319861,NA,1208829559,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","USP","SPF",c(-40.77125, -19.319861)
"1071","Clusia mexiae","BR","Minas Gerais","Parque Estadual do Pico do Itambé, trilha subindo pela encosta do pico, próximo à Ponte do Rebentão (pequena ponte suspensa). Entre lageado e a Ponte do Rebentão.",-43.340639,-18.398778,NA,1563167567,"Clusiaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","USP","SPF",c(-43.340639, -18.398778)
"1072","Eugenia pisiformis","BR","Espírito Santo","São Lourenço. Terreno da família Loss. Picada a partir da estrada para Itarana (ES-261), próxima à entrada para o Vale Tabocas.",-40.694444,-19.937,NA,1913598583,"Myrtaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","USP","SPF",c(-40.694444, -19.937)
"1073","Mabea fistulifera","BR","Minas Gerais","Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.",-41.377222,-19.249722,NA,1944964083,"Euphorbiaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","USP","SPF",c(-41.377222, -19.249722)
"1074","Guatteria villosissima","BR","Minas Gerais","Chapada para Ouro Preto (MG 443).",-43.555556,-20.445,NA,2243330314,"Annonaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","USP","SPF",c(-43.555556, -20.445)
"1075","Drimys brasiliensis","BR","Minas Gerais","BR-265",-43.603417,-21.153556,NA,1090146632,"Winteraceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.603417, -21.153556)
"1076","Posoqueria latifolia","BR","Minas Gerais","BR-265",-43.603417,-21.153556,NA,1090146634,"Rubiaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.603417, -21.153556)
"1077","Campomanesia simulans","BR","Minas Gerais","Itatiaia",-43.621528,-20.499028,NA,1090146662,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.621528, -20.499028)
"1078","Eugenia tenuipedunculata","BR","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi), APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho, alto do morro.",-43.402056,-19.396361,NA,1090148136,"Myrtaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.402056, -19.396361)
"1079","Myrcia obovata","BR","Minas Gerais","PESB, Pico do Rochedo.",-42.420639,-20.627722,NA,1090146916,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-42.420639, -20.627722)
"1080","Eugenia pruniformis","BR","Espirito Santo","São Salvador (Torre 25/2 - LT 230 Kv Mascarenhas x Verona). Borda. Floresta Estacional Semidecidual - estágio médio de regeneração.",-40.714833,-19.396944,NA,1316163179,"Myrtaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.714833, -19.396944)
"1081","Eugenia cymatodes","BR","Espirito Santo","Pedra Redonda, propriedade de Jorge Wroblewski. Interior de mata.",-40.769444,-18.975556,NA,1316163170,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.769444, -18.975556)
"1082","Eugenia cymatodes","BR","Espirito Santo","Pedra Redonda, propriedade de Jorge Wroblewski. Mata de encosta.",-40.769444,-18.975556,NA,1316163202,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.769444, -18.975556)
"1083","Eugenia candolleana","BR","Espirito Santo","Santa Luzia, propriedade de Ciro Ferreira.",-40.662222,-18.991667,NA,1090148103,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.662222, -18.991667)
"1084","Vitex megapotamica","BR","Minas Gerais","Bairro Ipanemão",-42.663944,-19.419667,NA,1264688646,"Lamiaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-42.663944, -19.419667)
"1085","Eugenia grandissima","BR","Minas Gerais","Bairro Ipanemão",-42.663944,-19.419667,NA,1264688650,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-42.663944, -19.419667)
"1086","Eugenia grandissima","BR","Minas Gerais","Bairro Ipanemão",-42.163944,-19.419667,NA,1264688642,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-42.163944, -19.419667)
"1087","Myrcia mischophylla","BR","Minas Gerais","Estação Ecológica de PETI/CEMIG, na estrada para o mirante do Cruzeiro. Cerrado denso.",-43.364444,-19.889722,NA,1265910331,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.364444, -19.889722)
"1088","Myrcia multipunctata","BR","Minas Gerais","Estação Ecológica de PETI/CEMIG, na estrada para o mirante do Cruzeiro. Cerrado denso.",-43.364444,-19.889722,NA,1264688688,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.364444, -19.889722)
"1089","Myrciaria glanduliflora","BR","Minas Gerais","Margem da rodovia entre João Monvelade e São Gonçalo do Rio Abaixo. Mata antropizada.",-43.3225,-19.838889,NA,1265910356,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.3225, -19.838889)
"1090","Pimenta pseudocaryophyllus","BR","Minas Gerais","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.",-43.368333,-19.890278,NA,1265910371,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.368333, -19.890278)
"1091","Eugenia itajurensis","BR","Minas Gerais","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.",-43.368333,-19.890278,NA,1264688682,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.368333, -19.890278)
"1092","Myrcia laruotteana","BR","Minas Gerais","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.",-43.368333,-19.890278,NA,1265910341,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.368333, -19.890278)
"1093","Myrciaria glanduliflora","BR","Minas Gerais","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.",-43.368333,-19.890278,NA,1265910345,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.368333, -19.890278)
"1094","Siphoneugena densiflora","BR","Minas Gerais","Estação Ecológica de PETI/CEMIG, próximo a afloramento rochoso. Cerradão próximo a afloramento rochoso.",-43.368333,-19.890278,NA,1265910368,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.368333, -19.890278)
"1095","Myrcia concisa","BR","Minas Gerais","Fazenda Santa Rita, trilha principal. Floresta Ambrófila densa.",-42.544444,-20.760278,NA,1090142492,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-42.544444, -20.760278)
"1096","Pseudobombax grandiflorum","BR","Espírito Santo","Alto 03, Portões (pico de antena de rádio amador).",-41.033333,-20.066667,NA,2553473153,"Malvaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-41.033333, -20.066667)
"1097","Pseudopiptadenia contorta","BR","Minas Gerais","BR-482",-43.207778,-20.674861,NA,1090143359,"Fabaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.207778, -20.674861)
"1098","Guarea kunthiana","BR","Minas Gerais","BR-482",-43.423639,-20.709639,NA,1090143347,"Meliaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.423639, -20.709639)
"1099","Tabernaemontana laeta","BR","Minas Gerais","BR-482",-43.423639,-20.709639,NA,1090143374,"Apocynaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.423639, -20.709639)
"1100","Myrcia floridissima","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.481111,-19.749444,NA,1090143380,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-42.481111, -19.749444)
"1101","Myrcia multipunctata","BR","Minas Gerais","Estrada para Cristais.",-43.633667,-20.525361,NA,1090146539,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.633667, -20.525361)
"1102","Eugenia handroana","BR","Minas Gerais","Estrada secundária da BR-383 para Casa Grande.",-43.603417,-21.153556,NA,1090146559,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.603417, -21.153556)
"1103","Myrcia pubescens","BR","Minas Gerais","Estrada secundária da BR-383 para Casa Grande.",-43.603417,-21.153556,NA,1090146550,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.603417, -21.153556)
"1104","Solanum diploconos","BR","Minas Gerais","Santinha",-43.599639,-21.164778,NA,1090146580,"Solanaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.599639, -21.164778)
"1105","Plinia longa","BR","Espírito Santo","Pedra da Santa Luzia. Propriedade de Firmino Sottele.",-40.465556,-19.288056,NA,1090143935,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.465556, -19.288056)
"1106","Eugenia pistaciifolia","BR","Espirito Santo","Santa Luzia.",-40.653611,-18.996111,NA,2521046887,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.653611, -18.996111)
"1107","Prockia crucis","BR","Espirito Santo","Liberdade",-40.533333,-19.335556,NA,2521046969,"Salicaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.533333, -19.335556)
"1108","Xylopia aromatica","BR","Minas Gerais","Caranaíba",-43.728139,-20.945167,NA,1090144814,"Annonaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.728139, -20.945167)
"1109","Styrax leprosus","BR","Minas Gerais","Brejo em estrada secundária junto à BR-040",-43.790889,-20.939,NA,1090144818,"Styracaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.790889, -20.939)
"1110","Cheiloclinium cognatum","BR","Minas Gerais","Caranaíba",-43.728139,-20.945167,NA,1090144805,"Celastraceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-43.728139, -20.945167)
"1111","Myrcia subsericea","BR","Espírito Santo","Pedra do Cruzeiro. Aguilar.",-40.561111,-19.348333,NA,1090145120,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFSJ","HUFSJ",c(-40.561111, -19.348333)
